date,cloud_pct,NDVI,NDWI,NDRE,EVI,SAVI,MSAVI,NDMI,GNDVI
2025-11-05,0.034743,0.5271800582643914,-0.5291172544098809,0.28731094833230153,0.28559551032762603,0.28923184386827056,0.2569642591619092,0.0016328511305772199,0.5291172544098809
2025-11-05,0.035494,0.5251232588948117,-0.528427719241866,0.2896142279492389,0.285518260697542,0.288612326223599,0.2564257428444707,0.008550670446620274,0.528427719241866
2025-11-07,0.025121,0.5441680202475935,-0.5525369833771154,0.32266467827695117,0.3272776829417532,0.3094639752926237,0.27872503204330834,-0.037094040624174,0.5525369833771154
2025-11-07,0.026617,0.5425341178452643,-0.5525861641334993,0.32416603398694804,0.3265703340074605,0.3085719371588459,0.2778099964567141,-0.030714796312112297,0.5525861641334993
2025-11-07,0.01722,0.5679135533912567,-0.5946289702981622,0.3319745713790978,0.2835586544797003,0.2943656764171148,0.2599851849142035,-0.056494754215131324,0.5946289702981622
2025-11-07,0.014711,0.5669050352319107,-0.5959048344359451,0.33728654048153284,0.28373872357304447,0.2942928292792461,0.25994374738482295,-0.05057481131596785,0.5959048344359451
2025-11-10,0.038231,0.5170703267870892,-0.57264075555169,0.29692034130202377,0.28481992530491346,0.2853862458180212,0.25350230327813655,-0.06144997487649577,0.57264075555169
2025-11-10,0.033683,0.5139684289360318,-0.5713726586878499,0.2973844745356324,0.2827541150865429,0.28384416015339997,0.2520050995372083,-0.05568349716827707,0.5713726586878499
2025-11-12,0.057101,0.4777405910422647,-0.575566728714915,0.2636102756722643,0.2618032496978686,0.27850960955008114,0.24888209809171963,-0.09734531194062315,0.575566728714915
2025-11-12,0.053782,0.4753341692972233,-0.5771360610899148,0.26414594582496703,0.26093736616171354,0.27742319703025753,0.2478564735167719,-0.09276953731714502,0.5771360610899148
2025-11-14,0.175868,0.38462811401637254,-0.473022599631582,0.20649916758683753,0.22816573366454973,0.22887902433551066,0.20187984155394945,-0.14119088204861363,0.473022599631582
2025-11-14,0.13426,0.38397688531639745,-0.47482838423150775,0.20910410324726159,0.22708318068635266,0.22879374063856092,0.20182867124112308,-0.1381112277638451,0.47482838423150775
2025-11-15,0.023139,0.31034462002174024,-0.34115654037634974,0.1867169161426961,0.21528211134261951,0.18567714298183363,0.16180446242389904,-0.08790514719254165,0.34115654037634974
2025-11-15,0.02228,0.31128515108551535,-0.34249136682347836,0.18510120229931848,0.2160887746778195,0.18622382895305425,0.16230296401094857,-0.09291189030309757,0.34249136682347836
2025-11-17,0.147003,0.3322829144208366,-0.42653297653017963,0.18294841815138665,0.21108660762430348,0.19967687363461603,0.17487204112409307,-0.15828152565088996,0.42653297653017963
2025-11-17,0.141007,0.33232512070550224,-0.4258249288495094,0.18441016796315302,0.21185246148257433,0.1999009018859666,0.17511937460787358,-0.1529254393875007,0.4258249288495094
