date,cloud_pct,NDVI,NDWI,NDRE,EVI,SAVI,MSAVI,NDMI,GNDVI
2025-11-05,0.034743,0.6356933160194232,-0.5765392699340496,0.39822199224997745,0.3961336607129199,0.37394045064484727,0.347642351932281,0.27837765475202086,0.5765392699340496
2025-11-05,0.035494,0.6357983418017014,-0.5767670718839185,0.39918649959219626,0.3968800464601561,0.3741673881588679,0.34790863030000485,0.279001818106444,0.5767670718839185
2025-11-07,0.025121,0.6721117357809206,-0.6297988220308884,0.44015000770080387,0.4303096572117737,0.39582853521522343,0.3719740518854215,0.2549058826932226,0.6297988220308884
2025-11-07,0.026617,0.6675182317747761,-0.6235002557673804,0.44089404366451895,0.4315144844660697,0.39377779039712335,0.36973938381668037,0.2546799077728184,0.6235002557673804
2025-11-07,0.01722,0.7219444173357924,-0.7002756155222181,0.472110440897365,0.38715455658246795,0.39229817732738237,0.36504615891724185,0.25813615696705927,0.7002756155222181
2025-11-07,0.014711,0.7218263485019122,-0.6999069291360682,0.4732251841875943,0.38719682940628014,0.39230878979411465,0.3650630555280095,0.2592867721350344,0.6999069291360682
2025-11-10,0.038231,0.6549587277613724,-0.6613380738993998,0.4159250526559934,0.3731649532454001,0.374893334940439,0.34785635229716977,0.22954491157604584,0.6613380738993998
2025-11-10,0.033683,0.6545535084102677,-0.6613830112175481,0.41676173792416793,0.3733500201133786,0.37497054118695616,0.3479922106901006,0.23035369091164698,0.6613830112175481
2025-11-12,0.057101,0.5052167621848285,-0.5476593880259043,0.2979081527909869,0.3267192952930547,0.31998080068352414,0.2944233627787808,0.10851733605501117,0.5476593880259043
2025-11-12,0.053782,0.5057146385993879,-0.5487308834725088,0.3012414630677305,0.3271008449304832,0.3206752471480763,0.29519505446609806,0.1129117892666195,0.5487308834725088
2025-11-14,0.175868,0.40082366201308467,-0.4953991652683497,0.23871696505135717,0.2542217176096052,0.2577927969803749,0.2334929793025044,-0.009199191176159641,0.4953991652683497
2025-11-14,0.13426,0.4021956105578116,-0.4977212605341294,0.2392286349202763,0.25488538660374055,0.2588498007173819,0.23456523336575755,-0.00844225044502009,0.4977212605341294
2025-11-15,0.023139,0.3416734391725847,-0.3943175856863988,0.21367899669800283,0.250915436702832,0.2234642412549903,0.200803357673602,-0.004611167722034195,0.3943175856863988
2025-11-15,0.02228,0.3422076048705912,-0.3948005186516251,0.21324221323261344,0.251265107365891,0.22378629289239294,0.20110532425892833,-0.0062922589787203125,0.3948005186516251
2025-11-17,0.147003,0.32123629489746286,-0.439054260208281,0.1882564437772632,0.22889358874267618,0.22117498690665396,0.20080616725901396,-0.08628261388625141,0.439054260208281
2025-11-17,0.141007,0.31996949436629124,-0.4375276854866277,0.18994810888540853,0.22854974742223047,0.22061309544532837,0.20033327457342845,-0.08459836234515074,0.4375276854866277
2025-11-20,18.372267,0.10491371740871726,-0.07571609632761588,0.058123181305654116,0.7454608357628303,0.08737553308266222,0.08179871651695603,0.05931816174299313,0.07571609632761588
2025-11-20,17.521289,0.10705452788372559,-0.07920486572267543,0.059404944798317746,-0.09148424758305304,0.08898423657194826,0.08325953609279134,0.058546942630735344,0.07920486572267543
2025-11-22,1.702409,0.25741047960882735,-0.3730453907934003,0.13870960963929468,0.18523493713953318,0.1785840987056344,0.1605825909119186,-0.1396630061992042,0.3730453907934003
2025-11-22,1.682677,0.2554471463432256,-0.3699694562079368,0.13988235891653739,0.18530829905333654,0.17766207083529661,0.1598120776598259,-0.13724202512888395,0.3699694562079368
2025-11-25,0.126891,0.28030339050829445,-0.4246307023634809,0.17896313545389023,0.16102027369090535,0.1773027846638772,0.1562315420311638,-0.16734049316455704,0.4246307023634809
2025-11-25,0.131509,0.27958332237474093,-0.424210267466293,0.18070341213175442,0.16064670722080163,0.1769207372203431,0.15588756503579715,-0.163897177278851,0.424210267466293
2025-12-02,3.53565,0.24685784932907395,-0.399074573817083,0.15603926309598298,0.12335669263014315,0.14068479726818398,0.12031065864534772,-0.21026371512048397,0.399074573817083
2025-12-02,3.693265,0.2463036444335226,-0.39765290912143614,0.15518433771390164,0.1234991380825129,0.14054091044342878,0.12021184438042971,-0.20966379540265226,0.39765290912143614
2025-12-04,0.026594,0.16189608808081954,-0.2442541260941137,0.09285378621216249,0.09490840329276605,0.09138202538617635,0.07678549872271392,-0.17867364342790712,0.2442541260941137
