date,cloud_pct,EVI,GNDVI,MSAVI,NDMI,NDRE,NDVI,NDWI,SAVI
2024-11-02,3.65,0.48956041267422595,0.5818367261223317,0.39610093830657134,0.23189760418747368,0.44874179028052025,0.6404823005544953,-0.5818367261223317,0.4141558889624305
2024-11-02,3.38,0.4903051427021708,0.5803966612783221,0.3958592708247776,0.23030124493656629,0.444952382823134,0.6399443556277261,-0.5803966612783221,0.41393817688731827
2024-11-05,8.87,0.3278073319242277,0.22582817389970217,0.17173327895826315,0.16949749454801974,0.18570519538313987,0.278169820946949,-0.22582817389970217,0.19103170620521934
2024-11-05,8.75,0.3274884546828515,0.22584635484058016,0.1720622750473561,0.168277750440393,0.18614576510918146,0.27852660770968746,-0.22584635484058016,0.19136195795398467
2024-11-07,0.61,0.4003853350495618,0.6552787279461271,0.38220806650421185,0.1301517468826705,0.4232425450964975,0.6920749280645784,-0.6552787279461271,0.4051378485965911
2024-11-07,0.56,0.4004135313207733,0.6496331855970139,0.37977724770108,0.12840663028458985,0.41998087025671127,0.687452782376333,-0.6496331855970139,0.4029564766439704
2024-11-10,1.68,0.30022476149282845,0.5526334496681642,0.2936193147249782,0.08044880436092307,0.2973634198829751,0.5197496347245281,-0.5526334496681642,0.3206745599207163
2024-11-10,1.97,0.30092256535051937,0.5530063441133677,0.2928916563356255,0.07911110266676645,0.29715642612636045,0.5175561600751285,-0.5530063441133677,0.3198893397385076
2024-11-12,3.11,0.3055930989375934,0.4863755254520329,0.2722587632851617,0.016269324419672413,0.2541993107976766,0.4553024528128462,-0.4863755254520329,0.29707936724754286
2024-11-12,2.85,0.30758765403138366,0.4858348963426317,0.2726572582581377,0.0172980018823138,0.2542029141083615,0.4555544604563773,-0.4858348963426317,0.2974285586146213
2024-11-15,13.04,0.2637125974910828,0.5105687939012276,0.24675558827816152,-0.0648982873526449,0.2674605192619253,0.4064614026674625,-0.5105687939012276,0.2701111420065415
2024-11-15,11.58,0.2636358765094901,0.5098507348290542,0.24665453017288136,-0.06337849943966704,0.27046312768986336,0.40627641132926545,-0.5098507348290542,0.2699737994109981
2024-11-17,1.23,0.21323771287324064,0.38633282882373515,0.18783272511974256,-0.14912716446088298,0.17684403307445923,0.3030716952938101,-0.38633282882373515,0.20804215092295308
2024-11-17,1.19,0.2139627426209628,0.38569423484895476,0.1881874042972189,-0.1454813846876647,0.17809755131103652,0.30346542309595786,-0.38569423484895476,0.2083602841770025
2024-11-20,2.16,0.1745573067559084,0.38373822396868523,0.16604191453239386,-0.20177920024782695,0.1761658757520092,0.28998390555463804,-0.38373822396868523,0.18716118055627307
2024-11-20,2.18,0.17420271324373965,0.3858204616381119,0.1663121686107245,-0.20273972256713696,0.17599323185452898,0.29028262696515583,-0.3858204616381119,0.18740094762759893
2024-11-22,1.73,0.1983650164937784,0.3249704576714153,0.16250154470553405,-0.16761045338285172,0.14720580166217095,0.26410739998895494,-0.3249704576714153,0.18113246414582485
2024-11-22,1.79,0.1981588670654801,0.32200683938825236,0.16182755086903305,-0.17084266818606786,0.14666505155755052,0.26298782649359215,-0.32200683938825236,0.18040010480029464
2024-11-25,1.71,0.16951973093076927,0.4193858885790258,0.15857121761261028,-0.21682405541090768,0.17434949323174917,0.2953742715212536,-0.4193858885790258,0.18110006593912933
2024-11-25,1.92,0.16838618121703455,0.41814353328382386,0.15716858408463844,-0.21901210045125524,0.1716884605284993,0.2928045254139715,-0.41814353328382386,0.17956316113187984
2024-11-30,0.03,0.16406634595908054,0.41234433369024764,0.15111456940887527,-0.21309148457864976,0.16548216896637838,0.2946767124664356,-0.41234433369024764,0.1742171765364845
2024-11-30,0.04,0.1642256756360123,0.41436146777763616,0.15196045778650172,-0.2117905225242327,0.16813249652746642,0.2959102677400938,-0.41436146777763616,0.1751127104397889
2024-12-02,0.12,0.1700922498897461,0.3128201350837933,0.13269709610140135,-0.22251319993866814,0.14091767218852352,0.2461798795655265,-0.3128201350837933,0.1525190516358543
2024-12-02,0.11,0.16943569860966054,0.3120578125487429,0.1322377641289981,-0.22377579710061332,0.1411344904705782,0.24521239621452084,-0.3120578125487429,0.1519876445386119
2024-12-07,0.62,0.16016789117412114,0.37768260181151875,0.1397715786158862,-0.22143751491837593,0.17398473518499447,0.2743188773537734,-0.37768260181151875,0.16190747405714173
2024-12-07,0.76,0.15918232388052153,0.37612069333385395,0.13887518032705337,-0.22334068583591452,0.17397228655009186,0.27285106222721756,-0.37612069333385395,0.16093454547629804
2024-12-10,0.15,0.14501009585615549,0.2793345452194005,0.11318669939310841,-0.16564619164769434,0.14034624187124436,0.21586832064055858,-0.2793345452194005,0.13133927179891222
2024-12-10,0.15,0.14500707490661535,0.27892216227380273,0.11324755494018678,-0.16481167220795315,0.14028296344793562,0.21572404241236875,-0.27892216227380273,0.1313806596153092
2024-12-10,0.5,0.15570656256588872,0.2755558329458252,0.12155115352101796,-0.1747791338821788,0.14437983532657736,0.22916584259141293,-0.2755558329458252,0.14047964572509822
2024-12-10,0.5,0.15638358755006426,0.2730634041358354,0.12150054200023139,-0.1750674042311338,0.1450221283936664,0.2285693961990897,-0.2730634041358354,0.14036859477194472
2024-12-12,0.02,0.1431730958231561,0.31840914620150224,0.11243580444046392,-0.19388174481285833,0.15918088749695294,0.252126540771079,-0.31840914620150224,0.13398932681919162
2024-12-12,0.02,0.14289534842660603,0.3184658392709627,0.11222454381780916,-0.19423009486300194,0.16031465274593004,0.25121279944554065,-0.3184658392709627,0.1337157464293397
2024-12-15,0.02,0.09179518293870467,0.18113678145101658,0.06454240262502763,-0.06532107592032187,0.1029224886862242,0.15938835689034161,-0.18113678145101658,0.07914279611245872
2024-12-15,0.02,0.0918019704252529,0.18064186035705365,0.06461847590287681,-0.06776469224842287,0.09995565461711596,0.15932530296917782,-0.18064186035705365,0.07921435572065269
2024-12-17,0.06,0.08280910449151445,0.36584878591692477,0.07750839569718762,-0.2388404902607892,0.10837117572597277,0.20969862724477265,-0.36584878591692477,0.09595171310227629
2024-12-17,0.06,0.08087760108229235,0.3602262045177364,0.07548889733229507,-0.24070001360466728,0.10284751948957069,0.20367279003187613,-0.3602262045177364,0.093472357621018
2024-12-20,0.76,0.07632882795300819,0.44830870879338147,0.07775947054976867,-0.22482991893955623,0.13713316007643422,0.22114148703674458,-0.44830870879338147,0.09691149032125936
2024-12-20,1.05,0.07613667403532354,0.4475035235132882,0.07767928523686818,-0.22271145027694403,0.13270122860701836,0.22077228885135144,-0.4475035235132882,0.0968160351663488
2024-12-22,0.03,0.0997894083613173,0.21547474616608359,0.07383659959059743,-0.1357490864789451,0.09755324899040828,0.1575477883471203,-0.21547474616608359,0.08821095359723138
2024-12-22,0.03,0.09947283125025319,0.2131477736741283,0.07323004546748034,-0.13361185011840815,0.09740932746221562,0.15615213986671986,-0.2131477736741283,0.08748765312662195
2024-12-27,0.09,0.09794943558377275,0.3608610560440143,0.09399703060126521,-0.19279796227141802,0.10962969124072162,0.21361469917891707,-0.3608610560440143,0.11285877697069725
2024-12-27,0.09,0.09735503360546131,0.3621529587935812,0.0936833214859522,-0.1925026280272071,0.10990119165336805,0.21296559016180622,-0.3621529587935812,0.11249739567895195
2025-01-11,0.05,0.22187115760256437,0.45115352676821796,0.19886962684984621,0.009099371411900552,0.24298591748192508,0.42658818444990654,-0.45115352676821796,0.22933666842338563
2025-01-11,0.05,0.22117929294965347,0.44358012779273676,0.19670684129239643,0.00876680082909186,0.24223877757798515,0.42151680937550756,-0.44358012779273676,0.2269642574263509
2025-01-19,14.37,0.3022281470252695,0.5228019516594868,0.2688479581795409,0.13692319479307302,0.3425827555591819,0.5843229479835123,-0.5228019516594868,0.30259999905002466
2025-01-19,14.72,0.3021857626754799,0.5156295537668912,0.2670586517923872,0.13725663713067834,0.3396338294085403,0.5792156472853565,-0.5156295537668912,0.3007284271226741
2025-01-26,0.02,0.4504090314809194,0.5660675000595042,0.3937121444181606,0.18652667757787855,0.387036757128705,0.6766916442396695,-0.5660675000595042,0.41259739992775385
2025-01-26,0.01,0.4502922008935481,0.5661763933578924,0.3931234436371032,0.18474105374314467,0.38651356098037604,0.6753858252686444,-0.5661763933578924,0.4119864558853907
2025-01-29,0.1,0.41605759627582717,0.40245253581850965,0.29273212161684625,0.21082409543106692,0.30495682743254854,0.48010340604008,-0.40245253581850965,0.3164699861620123
2025-01-29,0.15,0.4160506351538691,0.4035281143797081,0.2939196790627161,0.21041165523494046,0.3049944082500594,0.48174344145372533,-0.4035281143797081,0.31759128294296757
2025-01-31,0.01,0.4909336561146227,0.5367157918986404,0.3834225158678708,0.21857476616166768,0.4107866056095387,0.623012959112663,-0.5367157918986404,0.40212363973033904
2025-01-31,0.01,0.49075531729581884,0.536405863466004,0.38323781421468245,0.21764081316146772,0.41091340830760914,0.6226127498218205,-0.536405863466004,0.4019127385814064
2025-02-03,0.0,0.49460675910121327,0.6217011348960737,0.42394320441371325,0.25726909678988574,0.48923289455351676,0.7293828725208936,-0.6217011348960737,0.439189717030417
2025-02-03,0.0,0.4934148868117986,0.6208667420701983,0.4229129293743879,0.2563773158303959,0.48817016295151733,0.7279228401647865,-0.6208667420701983,0.43822307135693744
2025-02-08,2.19,0.5135753419697019,0.6485560552706158,0.4704198335521419,0.2973053392939244,0.477173705990269,0.7481004328822046,-0.6485560552706158,0.47612670959623155
2025-02-08,2.95,0.5123098654162475,0.6436536785476665,0.46674799187418675,0.29584378236092257,0.4758126106053056,0.7432148236887051,-0.6436536785476665,0.4731682929875022
2025-02-10,0.0,0.5235292276921926,0.617466036967221,0.4488602397929065,0.27598565620379084,0.4919778153983469,0.701656756093505,-0.617466036967221,0.45827631795361756
2025-02-10,0.0,0.5225100896645256,0.6137736268393101,0.44589787118032637,0.27375171114133473,0.48808731701596897,0.6978775216966663,-0.6137736268393101,0.45579774875341467
2025-02-13,0.01,0.5481891471399226,0.6690032453427817,0.4848181885668193,0.3403733962094702,0.5528394422727589,0.7651713231079966,-0.6690032453427817,0.4875454520119901
2025-02-13,0.01,0.5466008487431945,0.6658430307126091,0.48174658986372026,0.34004349501462383,0.5494594440819103,0.7618327975918423,-0.6658430307126091,0.48511131755349945
2025-02-15,15.41,0.5448955163091753,0.687912336772348,0.5111315276313787,0.32708877045998014,0.5038847295398861,0.8010458634279859,-0.687912336772348,0.5070526849212889
2025-02-15,12.52,0.5444426485103905,0.6886417764158214,0.5108185056442819,0.32582226749041193,0.5021757489776856,0.8005924333777342,-0.6886417764158214,0.5067400720801928
2025-02-18,0.01,0.47901290386763107,0.6775658737121579,0.45077460423516275,0.3283665562247801,0.5015836069603619,0.7570203195972207,-0.6775658737121579,0.46114706770215963
2025-02-18,0.01,0.47969588439783883,0.6764772010015175,0.45098834266083776,0.3267937299183838,0.5006062792272187,0.7570350183096993,-0.6764772010015175,0.46127336109816786
2025-02-20,0.01,0.5313180175459136,0.5962902027460727,0.42861614471709153,0.31817380596527206,0.4779067220404654,0.6781877783886316,-0.5962902027460727,0.4416992684781326
2025-02-20,0.01,0.5316900062912074,0.5960329051474328,0.4281710918455893,0.3161558927151118,0.47651315152753687,0.6774692293169984,-0.5960329051474328,0.44129909712205495
2025-02-23,12.34,0.5013372460580657,0.4665754634285679,0.342020441638244,0.33519314474830736,0.40889356164966895,0.5406637024646742,-0.4665754634285679,0.3632078339267271
2025-02-23,10.96,0.5019987327302927,0.46606888884241937,0.341901722849163,0.3336987720764861,0.4067037560748212,0.5402106958598091,-0.46606888884241937,0.3630613690265605
2025-03-02,0.0,0.6162179494988151,0.7123316255380551,0.5419801931102466,0.40776456507277536,0.6048730721714127,0.8004312631096032,-0.7123316255380551,0.5307998354561771
2025-03-02,0.0,0.6157943308059242,0.7089993403642842,0.5389651343638985,0.4053877147615303,0.6018908821043164,0.7976096224137046,-0.7089993403642842,0.5285264818715874
2025-03-05,0.01,0.6461815451963333,0.7784129261504393,0.6046358621394722,0.4717698843751581,0.6808937226109371,0.8587283580822784,-0.7784129261504393,0.5738688099734635
2025-03-05,0.01,0.6448630217162549,0.7774381424693538,0.6033162724489963,0.4699425521565504,0.6792076390108277,0.8578232878649771,-0.7774381424693538,0.5728522253111847
2025-03-07,0.01,0.6245764524304729,0.70092333396168,0.5497714364917053,0.41419941452348097,0.5610017955855282,0.7725102604750206,-0.70092333396168,0.5378588976515343
2025-03-07,0.01,0.6217475844383025,0.696892467075979,0.5452511619192084,0.4121009961633107,0.5574927989713334,0.7681843310477984,-0.696892467075979,0.5344578962798954
2025-03-10,0.01,0.5052846583930791,0.643430727850017,0.4366134721060371,0.3835190866018231,0.5182096593492138,0.7024978554397051,-0.643430727850017,0.44914097341963505
2025-03-10,0.02,0.5039531240408418,0.6390198181190938,0.433056873415457,0.3807391811920243,0.5135820937975782,0.6982813741962436,-0.6390198181190938,0.4461314687298357
2025-03-12,0.0,0.6137761003187758,0.7583400616153001,0.5720009493616824,0.3882786221971695,0.6329393640865578,0.834626111778313,-0.7583400616153001,0.5521804458378735
2025-03-12,0.0,0.6128072731710399,0.7580722494808536,0.5709553298501233,0.3866839407813738,0.6300261043377272,0.8339982154994233,-0.7580722494808536,0.5513685140338775
2025-03-15,0.0,0.5331757749714441,0.7345471369810083,0.487817224435085,0.36287176406405597,0.6009611152056146,0.794913705870466,-0.7345471369810083,0.4905704999412243
